"Name","Author","Created","Vendor","ExpectedLocations","VulnerableExecutables","VulnerableExecutables_Path","VulnerableExecutables_Type","VulnerableExecutables_ExpectedVersionInformation","VulnerableExecutables_ExpectedVersionInformation_OriginalFilename","VulnerableExecutables_ExpectedVersionInformation_FileDescription","VulnerableExecutables_SHA256","Resources","Acknowledgements","Acknowledgements_Name","Acknowledgements_Company","Acknowledgements_Twitter","ExpectedSignatureInformation","ExpectedSignatureInformation_Subject","ExpectedSignatureInformation_Issuer","ExpectedSignatureInformation_Type","VulnerableExecutables_AutoElevate","VulnerableExecutables_ExpectedVersionInformation_InternalName","ExpectedVersionInformation","ExpectedVersionInformation_OriginalFilename","ExpectedVersionInformation_InternalName","ExpectedVersionInformation_FileDescription","VulnerableExecutables_ExpectedSignatureInformation","VulnerableExecutables_ExpectedSignatureInformation_Subject","VulnerableExecutables_ExpectedSignatureInformation_Issuer","VulnerableExecutables_ExpectedSignatureInformation_Type","VulnerableExecutables_ExpectedVersionInformation_CompanyName","VulnerableExecutables_ExpectedVersionInformation_FileVersion","VulnerableExecutables_ExpectedVersionInformation_LegalCopyright","VulnerableExecutables_ExpectedVersionInformation_ProductName","VulnerableExecutables_ExpectedVersionInformation_ProductVersion","VulnerableExecutables_Variable","VulnerableExecutables_PrivilegeEscalation","VulnerableExecutables_Condition","ExpectedVersionInformation_CompanyName","ExpectedVersionInformation_LegalCopyright","ExpectedVersionInformation_ProductName","ExpectedVersionInformation_FileVersion","ExpectedVersionInformation_ProductVersion","CVE","is_legit"
"fastprox.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%\wbem''-|-''%SYSWOW64%\wbem'']","","[''%SYSTEM32%\cttune.exe''-|-''%SYSTEM32%\devicecensus.exe''-|-''%SYSTEM32%\driverquery.exe''-|-''%SYSTEM32%\getmac.exe''-|-''%SYSTEM32%\licensingdiag.exe''-|-''%SYSTEM32%\msinfo32.exe''-|-''%SYSTEM32%\stordiag.exe''-|-''%SYSTEM32%\systeminfo.exe''-|-''%SYSTEM32%\tasklist.exe''-|-''%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excelcnv.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excel.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\msaccess.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\mspub.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\onenote.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\outlook.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\scanpst.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\winword.exe'']","[''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable'']","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","","","","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT'']","","[''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021'']","","","","","","","false"
"explorerframe.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\certreq.exe''-|-''%SYSTEM32%\control.exe''-|-''%SYSTEM32%\explorer.exe''-|-''%SYSTEM32%\filehistory.exe''-|-''%SYSTEM32%\mstsc.exe''-|-''%SYSTEM32%\notepad.exe''-|-''%PROGRAMFILES%\Google\Chrome\Application\chrome.exe''-|-''%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe''-|-''%PROGRAMFILES%\Mozilla Firefox\firefox.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\winword.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excel.exe''-|-''%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe'']","[''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable'']","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT'']","","[''Tested against Microsoft Office 2021''-|-''Tested against Microsoft Office 2021'']","","","","","","","false"
"execmodelproxy.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\calc.exe","Environment Variable","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","SYSTEMROOT","","","","","","","","","false"
"esent.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\dfsrdiag.exe''-|-''%SYSTEM32%\dsdbutil.exe''-|-''%SYSTEM32%\esentutl.exe''-|-''%SYSTEM32%\tieringengineservice.exe''-|-''%SYSTEM32%\ntdsutil.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn'']","","[''@wietze''-|-''@ConsciousHacker'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"efsutil.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\cipher.exe''-|-''%SYSTEM32%\efsui.exe''-|-''%SYSTEM32%\rekeywiz.exe''-|-''%SYSTEM32%\filehistory.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Environment Variable'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://wietze.github.io/blog/save-the-environment-variables'']","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","SYSTEMROOT","","","","","","","","","false"
"efsadu.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\efsui.exe''-|-''%SYSTEM32%\rekeywiz.exe'']","[''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"edputil.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\calc.exe''-|-''%SYSTEM32%\compmgmtlauncher.exe''-|-''%SYSTEM32%\computerdefaults.exe''-|-''%SYSTEM32%\dpiscaling.exe''-|-''%SYSTEM32%\fodhelper.exe''-|-''%SYSTEM32%\mobsync.exe''-|-''%SYSTEM32%\resmon.exe''-|-''%SYSTEM32%\sdclt.exe''-|-''%SYSTEM32%\slui.exe''-|-''%SYSTEM32%\workfolders.exe''-|-''%SYSTEM32%\write.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://twitter.com/Max_Mal_/status/1658566665003585545'']","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","[''True''-|-''True''-|-''True'']","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"edgeiso.dll","Chris Spehn","2021-08-17","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\microsoftedgebchost.exe''-|-''%SYSTEM32%\microsoftedgecp.exe''-|-''%SYSTEM32%\microsoftedgedevtools.exe''-|-''%SYSTEM32%\microsoftedgesh.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"eappprxy.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"eappcfg.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\netsh.exe''-|-''%SYSTEM32%\rasphone.exe'']","[''Sideloading''-|-''Environment Variable'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://wietze.github.io/blog/save-the-environment-variables'']","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","SYSTEMROOT","","","","","","","","","false"
"dynamoapi.dll","Wietze Beukema","2021-02-27","Microsoft","%SYSTEM32%","","%SYSTEM32%\mdmdiagnosticstool.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"dxva2.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\dccw.exe''-|-''%SYSTEM32%\dispdiag.exe'']","[''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"dxgi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\applicationframehost.exe''-|-''%SYSTEM32%\dataexchangehost.exe''-|-''%SYSTEM32%\dwm.exe''-|-''%SYSTEM32%\dxgiadaptercache.exe''-|-''%SYSTEM32%\gamepanel.exe''-|-''%SYSTEM32%\mdeserver.exe''-|-''%SYSTEM32%\quickassist.exe''-|-''%SYSTEM32%\systemreset.exe''-|-''%SYSTEM32%\taskmgr.exe''-|-''%SYSTEM32%\vsgraphicsremoteengine.exe''-|-''%SYSTEM32%\winsat.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn'']","","[''@wietze''-|-''@ConsciousHacker'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","[''True''-|-''True''-|-''True'']","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
