"Service Name","Port Number","Transport Protocol","Description","is_legit"
"chromagrafx","1373","udp","Chromagrafx","false"
"molly","1374","tcp","EPI Software Systems","false"
"molly","1374","udp","EPI Software Systems","false"
"bytex","1375","tcp","Bytex","false"
"bytex","1375","udp","Bytex","false"
"ibm-pps","1376","tcp","IBM Person to Person Software","false"
"ibm-pps","1376","udp","IBM Person to Person Software","false"
"cichlid","1377","tcp","Cichlid License Manager","false"
"cichlid","1377","udp","Cichlid License Manager","false"
"elan","1378","tcp","Elan License Manager","false"
"elan","1378","udp","Elan License Manager","false"
"dbreporter","1379","tcp","Integrity Solutions","false"
"dbreporter","1379","udp","Integrity Solutions","false"
"telesis-licman","1380","tcp","Telesis Network License Manager","false"
"telesis-licman","1380","udp","Telesis Network License Manager","false"
"apple-licman","1381","tcp","Apple Network License Manager","false"
"apple-licman","1381","udp","Apple Network License Manager","false"
"udt-os","1382","tcp","""udt_os","false"
"udt_os","1382","tcp","udt_os","false"
"udt-os","1382","udp","""udt_os","false"
"udt_os","1382","udp","udt_os","false"
"gwha","1383","tcp","GW Hannaway Network License Manager","false"
"gwha","1383","udp","GW Hannaway Network License Manager","false"
"os-licman","1384","tcp","Objective Solutions License Manager","false"
"os-licman","1384","udp","Objective Solutions License Manager","false"
"atex-elmd","1385","tcp","""Atex Publishing License Manager","false"
"atex_elmd","1385","tcp","Atex Publishing License Manager","false"
"atex-elmd","1385","udp","""Atex Publishing License Manager","false"
"atex_elmd","1385","udp","Atex Publishing License Manager","false"
"checksum","1386","tcp","CheckSum License Manager","false"
"checksum","1386","udp","CheckSum License Manager","false"
"cadsi-lm","1387","tcp","Computer Aided Design Software Inc LM","false"
"cadsi-lm","1387","udp","Computer Aided Design Software Inc LM","false"
"objective-dbc","1388","tcp","Objective Solutions DataBase Cache","false"
"objective-dbc","1388","udp","Objective Solutions DataBase Cache","false"
"iclpv-dm","1389","tcp","Document Manager","false"
"iclpv-dm","1389","udp","Document Manager","false"
"iclpv-sc","1390","tcp","Storage Controller","false"
"iclpv-sc","1390","udp","Storage Controller","false"
"iclpv-sas","1391","tcp","Storage Access Server","false"
"iclpv-sas","1391","udp","Storage Access Server","false"
"iclpv-pm","1392","tcp","Print Manager","false"
"iclpv-pm","1392","udp","Print Manager","false"
"iclpv-nls","1393","tcp","Network Log Server","false"
"iclpv-nls","1393","udp","Network Log Server","false"
"iclpv-nlc","1394","tcp","Network Log Client","false"
"iclpv-nlc","1394","udp","Network Log Client","false"
"iclpv-wsm","1395","tcp","PC Workstation Manager software","false"
"iclpv-wsm","1395","udp","PC Workstation Manager software","false"
"dvl-activemail","1396","tcp","DVL Active Mail","false"
"dvl-activemail","1396","udp","DVL Active Mail","false"
"audio-activmail","1397","tcp","Audio Active Mail","false"
"audio-activmail","1397","udp","Audio Active Mail","false"
"video-activmail","1398","tcp","Video Active Mail","false"
"video-activmail","1398","udp","Video Active Mail","false"
"cadkey-licman","1399","tcp","Cadkey License Manager","false"
"cadkey-licman","1399","udp","Cadkey License Manager","false"
"cadkey-tablet","1400","tcp","Cadkey Tablet Daemon","false"
"cadkey-tablet","1400","udp","Cadkey Tablet Daemon","false"
"goldleaf-licman","1401","tcp","Goldleaf License Manager","false"
"goldleaf-licman","1401","udp","Goldleaf License Manager","false"
"prm-sm-np","1402","tcp","Prospero Resource Manager","false"
"prm-sm-np","1402","udp","Prospero Resource Manager","false"
"prm-nm-np","1403","tcp","Prospero Resource Manager","false"
"prm-nm-np","1403","udp","Prospero Resource Manager","false"
"igi-lm","1404","tcp","Infinite Graphics License Manager","false"
"igi-lm","1404","udp","Infinite Graphics License Manager","false"
"ibm-res","1405","tcp","IBM Remote Execution Starter","false"
"ibm-res","1405","udp","IBM Remote Execution Starter","false"
"netlabs-lm","1406","tcp","NetLabs License Manager","false"
"netlabs-lm","1406","udp","NetLabs License Manager","false"
"tibet-server","1407","tcp","TIBET Data Server","false"
"","1407","udp","Reserved","false"
"sophia-lm","1408","tcp","Sophia License Manager","false"
"sophia-lm","1408","udp","Sophia License Manager","false"
"here-lm","1409","tcp","Here License Manager","false"
"here-lm","1409","udp","Here License Manager","false"
"hiq","1410","tcp","HiQ License Manager","false"
"hiq","1410","udp","HiQ License Manager","false"
"af","1411","tcp","AudioFile","false"
"af","1411","udp","AudioFile","false"
"innosys","1412","tcp","InnoSys","false"
"innosys","1412","udp","InnoSys","false"
"innosys-acl","1413","tcp","Innosys-ACL","false"
"innosys-acl","1413","udp","Innosys-ACL","false"
"ibm-mqseries","1414","tcp","IBM MQSeries","false"
"ibm-mqseries","1414","udp","IBM MQSeries","false"
"dbstar","1415","tcp","DBStar","false"
"dbstar","1415","udp","DBStar","false"
"novell-lu6-2","1416","tcp","""Novell LU6.2","false"
"novell-lu6.2","1416","tcp","Novell LU6.2","false"
"novell-lu6-2","1416","udp","""Novell LU6.2","false"
"novell-lu6.2","1416","udp","Novell LU6.2","false"
"timbuktu-srv1","1417","tcp","Timbuktu Service 1 Port","false"
"timbuktu-srv1","1417","udp","Timbuktu Service 1 Port","false"
"timbuktu-srv2","1418","tcp","Timbuktu Service 2 Port","false"
"timbuktu-srv2","1418","udp","Timbuktu Service 2 Port","false"
"timbuktu-srv3","1419","tcp","Timbuktu Service 3 Port","false"
"timbuktu-srv3","1419","udp","Timbuktu Service 3 Port","false"
"timbuktu-srv4","1420","tcp","Timbuktu Service 4 Port","false"
"timbuktu-srv4","1420","udp","Timbuktu Service 4 Port","false"
"gandalf-lm","1421","tcp","Gandalf License Manager","false"
"gandalf-lm","1421","udp","Gandalf License Manager","false"
"autodesk-lm","1422","tcp","Autodesk License Manager","false"
"autodesk-lm","1422","udp","Autodesk License Manager","false"
"essbase","1423","tcp","Essbase Arbor Software","false"
"essbase","1423","udp","Essbase Arbor Software","false"
"hybrid","1424","tcp","Hybrid Encryption Protocol","false"
"hybrid","1424","udp","Hybrid Encryption Protocol","false"
"zion-lm","1425","tcp","Zion Software License Manager","false"
"zion-lm","1425","udp","Zion Software License Manager","false"
"sais","1426","tcp","Satellite-data Acquisition System 1","false"
"sais","1426","udp","Satellite-data Acquisition System 1","false"
"mloadd","1427","tcp","mloadd monitoring tool","false"
"mloadd","1427","udp","mloadd monitoring tool","false"
"informatik-lm","1428","tcp","Informatik License Manager","false"
"informatik-lm","1428","udp","Informatik License Manager","false"
"nms","1429","tcp","Hypercom NMS","false"
"nms","1429","udp","Hypercom NMS","false"
"tpdu","1430","tcp","Hypercom TPDU","false"
"tpdu","1430","udp","Hypercom TPDU","false"
"rgtp","1431","tcp","Reverse Gossip Transport","false"
"rgtp","1431","udp","Reverse Gossip Transport","false"
"blueberry-lm","1432","tcp","Blueberry Software License Manager","false"
"blueberry-lm","1432","udp","Blueberry Software License Manager","false"
"ms-sql-s","1433","tcp","Microsoft-SQL-Server","false"
"ms-sql-s","1433","udp","Microsoft-SQL-Server","false"
"ms-sql-m","1434","tcp","Microsoft-SQL-Monitor","false"
"ms-sql-m","1434","udp","Microsoft-SQL-Monitor","false"
"ibm-cics","1435","tcp","IBM CICS","false"
"ibm-cics","1435","udp","IBM CICS","false"
"saism","1436","tcp","Satellite-data Acquisition System 2","false"
"saism","1436","udp","Satellite-data Acquisition System 2","false"
"tabula","1437","tcp","Tabula","false"
"tabula","1437","udp","Tabula","false"
"eicon-server","1438","tcp","Eicon Security Agent/Server","false"
"eicon-server","1438","udp","Eicon Security Agent/Server","false"
"eicon-x25","1439","tcp","Eicon X25/SNA Gateway","false"
"eicon-x25","1439","udp","Eicon X25/SNA Gateway","false"
"eicon-slp","1440","tcp","Eicon Service Location Protocol","false"
"eicon-slp","1440","udp","Eicon Service Location Protocol","false"
"cadis-1","1441","tcp","Cadis License Management","false"
"cadis-1","1441","udp","Cadis License Management","false"
"cadis-2","1442","tcp","Cadis License Management","false"
"cadis-2","1442","udp","Cadis License Management","false"
"ies-lm","1443","tcp","Integrated Engineering Software","false"
"ies-lm","1443","udp","Integrated Engineering Software","false"
"marcam-lm","1444","tcp","Marcam  License Management","false"
"marcam-lm","1444","udp","Marcam  License Management","false"
"proxima-lm","1445","tcp","Proxima License Manager","false"
"proxima-lm","1445","udp","Proxima License Manager","false"
"ora-lm","1446","tcp","Optical Research Associates License Manager","false"
"ora-lm","1446","udp","Optical Research Associates License Manager","false"
"apri-lm","1447","tcp","Applied Parallel Research LM","false"
"apri-lm","1447","udp","Applied Parallel Research LM","false"
"oc-lm","1448","tcp","OpenConnect License Manager","false"
"oc-lm","1448","udp","OpenConnect License Manager","false"
"peport","1449","tcp","PEport","false"
"peport","1449","udp","PEport","false"
"dwf","1450","tcp","Tandem Distributed Workbench Facility","false"
"dwf","1450","udp","Tandem Distributed Workbench Facility","false"
"infoman","1451","tcp","IBM Information Management","false"
"infoman","1451","udp","IBM Information Management","false"
"gtegsc-lm","1452","tcp","GTE Government Systems License Man","false"
"gtegsc-lm","1452","udp","GTE Government Systems License Man","false"
"genie-lm","1453","tcp","Genie License Manager","false"
"genie-lm","1453","udp","Genie License Manager","false"
"interhdl-elmd","1454","tcp","""interHDL License Manager","false"
"interhdl_elmd","1454","tcp","interHDL License Manager","false"
"interhdl-elmd","1454","udp","""interHDL License Manager","false"
"interhdl_elmd","1454","udp","interHDL License Manager","false"
"esl-lm","1455","tcp","ESL License Manager","false"
"esl-lm","1455","udp","ESL License Manager","false"
"dca","1456","tcp","DCA","false"
"dca","1456","udp","DCA","false"
"valisys-lm","1457","tcp","Valisys License Manager","false"
"valisys-lm","1457","udp","Valisys License Manager","false"
"nrcabq-lm","1458","tcp","Nichols Research Corp.","false"
"nrcabq-lm","1458","udp","Nichols Research Corp.","false"
"proshare1","1459","tcp","Proshare Notebook Application","false"
"proshare1","1459","udp","Proshare Notebook Application","false"
"proshare2","1460","tcp","Proshare Notebook Application","false"
"proshare2","1460","udp","Proshare Notebook Application","false"
"ibm-wrless-lan","1461","tcp","""IBM Wireless LAN","false"
"ibm_wrless_lan","1461","tcp","IBM Wireless LAN","false"
"ibm-wrless-lan","1461","udp","""IBM Wireless LAN","false"
"ibm_wrless_lan","1461","udp","IBM Wireless LAN","false"
"world-lm","1462","tcp","World License Manager","false"
"world-lm","1462","udp","World License Manager","false"
"nucleus","1463","tcp","Nucleus","false"
"nucleus","1463","udp","Nucleus","false"
"msl-lmd","1464","tcp","""MSL License Manager","false"
"msl_lmd","1464","tcp","MSL License Manager","false"
"msl-lmd","1464","udp","""MSL License Manager","false"
"msl_lmd","1464","udp","MSL License Manager","false"
"pipes","1465","tcp","Pipes Platform","false"
"pipes","1465","udp","Pipes Platform","false"
"oceansoft-lm","1466","tcp","Ocean Software License Manager","false"
"oceansoft-lm","1466","udp","Ocean Software License Manager","false"
"csdmbase","1467","tcp","CSDMBASE","false"
"csdmbase","1467","udp","CSDMBASE","false"
"csdm","1468","tcp","CSDM","false"
"csdm","1468","udp","CSDM","false"
"aal-lm","1469","tcp","Active Analysis Limited License Manager","false"
"aal-lm","1469","udp","Active Analysis Limited License Manager","false"
"uaiact","1470","tcp","Universal Analytics","false"
"uaiact","1470","udp","Universal Analytics","false"
"csdmbase","1471","tcp","csdmbase","false"
"csdmbase","1471","udp","csdmbase","false"
"csdm","1472","tcp","csdm","false"
"csdm","1472","udp","csdm","false"
"openmath","1473","tcp","OpenMath","false"
"openmath","1473","udp","OpenMath","false"
"telefinder","1474","tcp","Telefinder","false"
"telefinder","1474","udp","Telefinder","false"
"taligent-lm","1475","tcp","Taligent License Manager","false"
"taligent-lm","1475","udp","Taligent License Manager","false"
"clvm-cfg","1476","tcp","clvm-cfg","false"
"clvm-cfg","1476","udp","clvm-cfg","false"
"ms-sna-server","1477","tcp","ms-sna-server","false"
"ms-sna-server","1477","udp","ms-sna-server","false"
"ms-sna-base","1478","tcp","ms-sna-base","false"
"ms-sna-base","1478","udp","ms-sna-base","false"
"dberegister","1479","tcp","dberegister","false"
"dberegister","1479","udp","dberegister","false"
"pacerforum","1480","tcp","PacerForum","false"
"pacerforum","1480","udp","PacerForum","false"
"airs","1481","tcp","AIRS","false"
"airs","1481","udp","AIRS","false"
"miteksys-lm","1482","tcp","Miteksys License Manager","false"
"miteksys-lm","1482","udp","Miteksys License Manager","false"
"afs","1483","tcp","AFS License Manager","false"
"afs","1483","udp","AFS License Manager","false"
"confluent","1484","tcp","Confluent License Manager","false"
"confluent","1484","udp","Confluent License Manager","false"
"lansource","1485","tcp","LANSource","false"
"lansource","1485","udp","LANSource","false"
"nms-topo-serv","1486","tcp","""nms_topo_serv","false"
"nms_topo_serv","1486","tcp","nms_topo_serv","false"
"nms-topo-serv","1486","udp","""nms_topo_serv","false"
"nms_topo_serv","1486","udp","nms_topo_serv","false"
"localinfosrvr","1487","tcp","LocalInfoSrvr","false"
"localinfosrvr","1487","udp","LocalInfoSrvr","false"
"docstor","1488","tcp","DocStor","false"
"docstor","1488","udp","DocStor","false"
"dmdocbroker","1489","tcp","dmdocbroker","false"
"dmdocbroker","1489","udp","dmdocbroker","false"
"insitu-conf","1490","tcp","insitu-conf","false"
"insitu-conf","1490","udp","insitu-conf","false"
"","1491","","Unassigned","false"
"stone-design-1","1492","tcp","stone-design-1","false"
"stone-design-1","1492","udp","stone-design-1","false"
"netmap-lm","1493","tcp","""netmap_lm","false"
"netmap_lm","1493","tcp","netmap_lm","false"
"netmap-lm","1493","udp","""netmap_lm","false"
"netmap_lm","1493","udp","netmap_lm","false"
"ica","1494","tcp","ica","false"
"ica","1494","udp","ica","false"
"cvc","1495","tcp","cvc","false"
"cvc","1495","udp","cvc","false"
"liberty-lm","1496","tcp","liberty-lm","false"
"liberty-lm","1496","udp","liberty-lm","false"
"rfx-lm","1497","tcp","rfx-lm","false"
"rfx-lm","1497","udp","rfx-lm","false"
"sybase-sqlany","1498","tcp","Sybase SQL Any","false"
"sybase-sqlany","1498","udp","Sybase SQL Any","false"
"fhc","1499","tcp","Federico Heinz Consultora","false"
"fhc","1499","udp","Federico Heinz Consultora","false"
"vlsi-lm","1500","tcp","VLSI License Manager","false"
"vlsi-lm","1500","udp","VLSI License Manager","false"
"saiscm","1501","tcp","Satellite-data Acquisition System 3","false"
"saiscm","1501","udp","Satellite-data Acquisition System 3","false"
"shivadiscovery","1502","tcp","Shiva","false"
"shivadiscovery","1502","udp","Shiva","false"
"imtc-mcs","1503","tcp","Databeam","false"
"imtc-mcs","1503","udp","Databeam","false"
"evb-elm","1504","tcp","EVB Software Engineering License Manager","false"
"evb-elm","1504","udp","EVB Software Engineering License Manager","false"
"funkproxy","1505","tcp","""Funk Software","false"
"funkproxy","1505","udp","""Funk Software","false"
"utcd","1506","tcp","Universal Time daemon (utcd)","false"
"utcd","1506","udp","Universal Time daemon (utcd)","false"
"symplex","1507","tcp","symplex","false"
"symplex","1507","udp","symplex","false"
"diagmond","1508","tcp","diagmond","false"
"diagmond","1508","udp","diagmond","false"
"robcad-lm","1509","tcp","""Robcad","false"
"robcad-lm","1509","udp","""Robcad","false"
"mvx-lm","1510","tcp","Midland Valley Exploration Ltd. Lic. Man.","false"
"mvx-lm","1510","udp","Midland Valley Exploration Ltd. Lic. Man.","false"
"3l-l1","1511","tcp","3l-l1","false"
"3l-l1","1511","udp","3l-l1","false"
"wins","1512","tcp","Microsoft's Windows Internet Name Service","false"
"wins","1512","udp","Microsoft's Windows Internet Name Service","false"
"fujitsu-dtc","1513","tcp","""Fujitsu Systems Business of America","false"
"fujitsu-dtc","1513","udp","""Fujitsu Systems Business of America","false"
"fujitsu-dtcns","1514","tcp","""Fujitsu Systems Business of America","false"
"fujitsu-dtcns","1514","udp","""Fujitsu Systems Business of America","false"
"ifor-protocol","1515","tcp","ifor-protocol","false"
"ifor-protocol","1515","udp","ifor-protocol","false"
"vpad","1516","tcp","Virtual Places Audio data","false"
"vpad","1516","udp","Virtual Places Audio data","false"
"vpac","1517","tcp","Virtual Places Audio control","false"
"vpac","1517","udp","Virtual Places Audio control","false"
"vpvd","1518","tcp","Virtual Places Video data","false"
"vpvd","1518","udp","Virtual Places Video data","false"
"vpvc","1519","tcp","Virtual Places Video control","false"
"vpvc","1519","udp","Virtual Places Video control","false"
